country,country_code_2_digit,country_code_3_digit,population,source,reported_date,confirmed cases_count,deaths_count
Monaco,MC,MCO,33085,"Epidemic intelligence, national daily data",2020-04-21,0,0
Hungary,HU,HUN,9772756,"Epidemic intelligence, national daily data",2020-10-01,848,16
Norway,NO,NOR,5328212,"Epidemic intelligence, national daily data",2020-02-07,0,0
Slovenia,SI,SVN,2080908,"Epidemic intelligence, national daily data",2020-10-23,1668,7
Gibraltar,GI,GIB,33691,"Epidemic intelligence, national daily data",2020-03-24,0,0
Kosovo,,RKS,1798506,"Epidemic intelligence, national daily data",2020-01-11,0,0
Switzerland,CH,CHE,8544527,"Epidemic intelligence, national daily data",2020-05-15,50,25
Jersey,JE,JEY,107796,"Epidemic intelligence, national daily data",2020-05-24,0,0
Netherlands,NL,NLD,17282163,"Epidemic intelligence, national daily data",2020-06-23,65,0
Croatia,HR,HRV,4076246,"Epidemic intelligence, national daily data",2020-10-24,1867,7
Bulgaria,BG,BGR,7000039,"Epidemic intelligence, national daily data",2020-09-06,179,7
Monaco,MC,MCO,33085,"Epidemic intelligence, national daily data",2020-01-30,0,0
Germany,DE,DEU,83019213,"Epidemic intelligence, national daily data",2020-10-16,7334,24
Armenia,AM,ARM,2963234,"Epidemic intelligence, national daily data",2020-03-24,41,0
Ukraine,UA,UKR,43733759,"Epidemic intelligence, national daily data",2020-09-06,2836,88
Croatia,HR,HRV,4076246,"Epidemic intelligence, national daily data",2020-06-24,30,0
Portugal,PT,PRT,10276617,"Epidemic intelligence, national daily data",2020-04-23,603,23
Serbia,RS,SRB,6963764,"Epidemic intelligence, national daily data",2020-05-13,67,2
Bulgaria,BG,BGR,7000039,"Epidemic intelligence, national daily data",2020-09-29,216,11
Denmark,DK,DNK,5806081,"Epidemic intelligence, national daily data",2020-03-06,10,0
Montenegro,ME,MNE,622182,"Epidemic intelligence, national daily data",2020-07-08,66,3
Iceland,IS,ISL,356991,"Epidemic intelligence, national daily data",2020-04-25,0,0
Estonia,EE,EST,1324820,"Epidemic intelligence, national daily data",2020-03-19,33,0
Romania,RO,ROU,19414458,"Epidemic intelligence, national daily data",2020-05-10,320,28
Ireland,IE,IRL,4904240,"Epidemic intelligence, national daily data",2020-02-21,0,0
Andorra,AD,AND,76177,"Epidemic intelligence, national daily data",2020-08-03,0,0
Portugal,PT,PRT,10276617,"Epidemic intelligence, national daily data",2020-03-20,143,1
Malta,MT,MLT,493559,"Epidemic intelligence, national daily data",2020-09-30,29,2
Turkey,TR,TUR,82003882,"Epidemic intelligence, national daily data",2020-06-21,1248,22
Iceland,IS,ISL,356991,"Epidemic intelligence, national daily data",2020-10-10,106,0
Sweden,SE,SWE,10230185,"Epidemic intelligence, national daily data",2020-10-15,968,2
United Kingdom,UK,GBR,66647112,"Epidemic intelligence, national daily data",2020-09-26,6873,34
Finland,FI,FIN,5517919,"Epidemic intelligence, national daily data",2020-02-12,0,0
Kosovo,,RKS,1798506,"Epidemic intelligence, national daily data",2020-07-06,292,11
Russia,RU,RUS,145934460,"Epidemic intelligence, national daily data",2020-03-21,54,0
Finland,FI,FIN,5517919,"Epidemic intelligence, national daily data",2020-04-19,192,8
Azerbaijan,AZ,AZE,10139175,"Epidemic intelligence, national daily data",2020-01-02,0,0
Kosovo,,RKS,1798506,"Epidemic intelligence, national daily data",2020-07-03,73,1
San Marino,SM,SMR,34453,"Epidemic intelligence, national daily data",2020-08-13,0,0
Belgium,BE,BEL,11455519,"Epidemic intelligence, national daily data",2020-06-17,99,7
the Holy See/ Vatican City State,VA,VAT,809,"Epidemic intelligence, national daily data",2020-06-14,0,0
Andorra,AD,AND,76177,"Epidemic intelligence, national daily data",2020-08-13,14,1
Austria,AT,AUT,8858775,"Epidemic intelligence, national daily data",2020-02-03,0,0
Ireland,IE,IRL,4904240,"Epidemic intelligence, national daily data",2020-07-03,12,0
Denmark,DK,DNK,5806081,"Epidemic intelligence, national daily data",2020-08-25,270,2
Belgium,BE,BEL,11455519,"Epidemic intelligence, national daily data",2020-02-19,0,0
Malta,MT,MLT,493559,"Epidemic intelligence, national daily data",2020-07-12,0,0
Serbia,RS,SRB,6963764,"Epidemic intelligence, national daily data",2020-01-11,0,0
Hungary,HU,HUN,9772756,"Epidemic intelligence, national daily data",2020-08-15,40,0
Cyprus,CY,CYP,875899,"Epidemic intelligence, national daily data",2020-09-23,15,0
Croatia,HR,HRV,4076246,"Epidemic intelligence, national daily data",2020-09-01,146,2
the Holy See/ Vatican City State,VA,VAT,809,"Epidemic intelligence, national daily data",2020-02-19,0,0
Poland,PL,POL,37972812,"Epidemic intelligence, national daily data",2020-03-13,18,1
Denmark,DK,DNK,5806081,"Epidemic intelligence, national daily data",2020-10-17,418,0
Poland,PL,POL,37972812,"Epidemic intelligence, national daily data",2020-06-23,296,3
Albania,AL,ALB,2862427,"Epidemic intelligence, national daily data",2020-04-22,25,0
Andorra,AD,AND,76177,"Epidemic intelligence, national daily data",2020-06-22,0,0
Croatia,HR,HRV,4076246,"Epidemic intelligence, national daily data",2020-08-17,151,1
United Kingdom,UK,GBR,66647112,"Epidemic intelligence, national daily data",2020-05-25,1527,379
Latvia,LV,LVA,1919968,"Epidemic intelligence, national daily data",2020-02-11,0,0
Croatia,HR,HRV,4076246,"Epidemic intelligence, national daily data",2020-01-03,0,0
Cyprus,CY,CYP,875899,"Epidemic intelligence, national daily data",2020-10-01,12,0
Russia,RU,RUS,145934460,"Epidemic intelligence, national daily data",2020-05-11,11012,88
United Kingdom,UK,GBR,66647112,"Epidemic intelligence, national daily data",2020-09-27,6041,35
Azerbaijan,AZ,AZE,10139175,"Epidemic intelligence, national daily data",2020-09-23,98,2
Albania,AL,ALB,2862427,"Epidemic intelligence, national daily data",2020-07-01,69,4
Azerbaijan,AZ,AZE,10139175,"Epidemic intelligence, national daily data",2020-07-31,339,3
Monaco,MC,MCO,33085,"Epidemic intelligence, national daily data",2020-06-28,1,0
Belarus,BY,BLR,9449321,"Epidemic intelligence, national daily data",2020-07-08,199,7
Liechtenstein,LI,LIE,38378,"Epidemic intelligence, national daily data",2020-08-29,0,0
Luxembourg,LU,LUX,613894,"Epidemic intelligence, national daily data",2020-01-29,0,0
Finland,FI,FIN,5517919,"Epidemic intelligence, national daily data",2020-09-05,25,0
Jersey,JE,JEY,107796,"Epidemic intelligence, national daily data",2020-07-11,0,0
Spain,ES,ESP,46937060,"Epidemic intelligence, national daily data",2020-06-28,301,2
Switzerland,CH,CHE,8544527,"Epidemic intelligence, national daily data",2020-03-21,943,10
Czechia,CZ,CZE,10649800,"Epidemic intelligence, national daily data",2020-06-19,68,1
Slovakia,SK,SVK,5450421,"Epidemic intelligence, national daily data",2020-04-04,24,0
Iceland,IS,ISL,356991,"Epidemic intelligence, national daily data",2020-03-12,15,0
North Macedonia,MK,MKD,2077132,"Epidemic intelligence, national daily data",2020-08-31,0,0
Ukraine,UA,UKR,43733759,"Epidemic intelligence, national daily data",2020-09-15,2462,33
Andorra,AD,AND,76177,"Epidemic intelligence, national daily data",2020-06-07,0,0
Slovakia,SK,SVK,5450421,"Epidemic intelligence, national daily data",2020-08-19,15,0
Armenia,AM,ARM,2963234,"Epidemic intelligence, national daily data",2020-01-25,0,0
Romania,RO,ROU,19414458,"Epidemic intelligence, national daily data",2020-10-22,4848,69
Serbia,RS,SRB,6963764,"Epidemic intelligence, national daily data",2020-05-27,34,0
Latvia,LV,LVA,1919968,"Epidemic intelligence, national daily data",2020-06-07,4,0
Czechia,CZ,CZE,10649800,"Epidemic intelligence, national daily data",2020-09-14,787,3
Malta,MT,MLT,493559,"Epidemic intelligence, national daily data",2020-03-31,5,0
Albania,AL,ALB,2862427,"Epidemic intelligence, national daily data",2020-03-20,11,0
Switzerland,CH,CHE,8544527,"Epidemic intelligence, national daily data",2020-09-03,370,0
Spain,ES,ESP,46937060,"Epidemic intelligence, national daily data",2020-08-07,4507,3
Finland,FI,FIN,5517919,"Epidemic intelligence, national daily data",2020-07-31,9,0
Portugal,PT,PRT,10276617,"Epidemic intelligence, national daily data",2020-01-19,0,0
Hungary,HU,HUN,9772756,"Epidemic intelligence, national daily data",2020-05-02,79,12
Norway,NO,NOR,5328212,"Epidemic intelligence, national daily data",2020-05-21,11,1
Georgia,GE,GEO,3989175,"Epidemic intelligence, national daily data",2020-02-16,0,0
Luxembourg,LU,LUX,613894,"Epidemic intelligence, national daily data",2020-01-13,0,0
Bosnia and Herzegovina,BA,BIH,3280815,"Epidemic intelligence, national daily data",2020-10-18,0,0
Bulgaria,BG,BGR,7000039,"Epidemic intelligence, national daily data",2020-04-05,18,3
Latvia,LV,LVA,1919968,"Epidemic intelligence, national daily data",2020-01-22,0,0
Romania,RO,ROU,19414458,"Epidemic intelligence, national daily data",2020-06-08,189,8
North Macedonia,MK,MKD,2077132,"Epidemic intelligence, national daily data",2020-05-27,16,3
San Marino,SM,SMR,34453,"Epidemic intelligence, national daily data",2020-02-02,0,0
United Kingdom,UK,GBR,66647112,"Epidemic intelligence, national daily data",2020-07-29,70,21
Faroes,,FRO,48865,"Epidemic intelligence, national daily data",2020-04-04,2,0
Spain,ES,ESP,46937060,"Epidemic intelligence, national daily data",2020-08-16,0,0
Cyprus,CY,CYP,875899,"Epidemic intelligence, national daily data",2020-08-25,30,0
Croatia,HR,HRV,4076246,"Epidemic intelligence, national daily data",2020-06-05,1,0
Guernsey,GG,GGY,64468,"Epidemic intelligence, national daily data",2020-05-05,0,0
Russia,RU,RUS,145934460,"Epidemic intelligence, national daily data",2020-04-17,3448,34
Slovakia,SK,SVK,5450421,"Epidemic intelligence, national daily data",2020-07-24,31,0
the Holy See/ Vatican City State,VA,VAT,809,"Epidemic intelligence, national daily data",2020-06-04,0,0
the Holy See/ Vatican City State,VA,VAT,809,"Epidemic intelligence, national daily data",2020-03-27,4,0
Croatia,HR,HRV,4076246,"Epidemic intelligence, national daily data",2020-04-26,7,3
Montenegro,ME,MNE,622182,"Epidemic intelligence, national daily data",2020-08-08,69,1
Serbia,RS,SRB,6963764,"Epidemic intelligence, national daily data",2020-05-16,64,1
Faroes,,FRO,48865,"Epidemic intelligence, national daily data",2020-02-24,0,0
Lithuania,LT,LTU,2794184,"Epidemic intelligence, national daily data",2020-05-28,8,1
Netherlands,NL,NLD,17282163,"Epidemic intelligence, national daily data",2020-02-16,0,0
Italy,IT,ITA,60359546,"Epidemic intelligence, national daily data",2020-08-25,953,4
Ukraine,UA,UKR,43733759,"Epidemic intelligence, national daily data",2020-01-10,0,0
Hungary,HU,HUN,9772756,"Epidemic intelligence, national daily data",2020-04-17,111,14
Poland,PL,POL,37972812,"Epidemic intelligence, national daily data",2020-07-14,299,5
Liechtenstein,LI,LIE,38378,"Epidemic intelligence, national daily data",2020-01-14,0,0
Serbia,RS,SRB,6963764,"Epidemic intelligence, national daily data",2020-05-08,57,3
Ukraine,UA,UKR,43733759,"Epidemic intelligence, national daily data",2020-01-06,0,0
Latvia,LV,LVA,1919968,"Epidemic intelligence, national daily data",2020-06-12,2,0
Netherlands,NL,NLD,17282163,"Epidemic intelligence, national daily data",2020-03-31,884,93
Romania,RO,ROU,19414458,"Epidemic intelligence, national daily data",2020-03-07,1,0
Greece,EL,GRC,10724599,"Epidemic intelligence, national daily data",2020-04-25,27,5
Russia,RU,RUS,145934460,"Epidemic intelligence, national daily data",2020-04-09,1175,5
Ireland,IE,IRL,4904240,"Epidemic intelligence, national daily data",2020-03-10,0,0
Serbia,RS,SRB,6963764,"Epidemic intelligence, national daily data",2020-01-17,0,0
Gibraltar,GI,GIB,33691,"Epidemic intelligence, national daily data",2020-05-26,4,0
Lithuania,LT,LTU,2794184,"Epidemic intelligence, national daily data",2020-09-20,99,0
Guernsey,GG,GGY,64468,"Epidemic intelligence, national daily data",2020-05-31,0,0
Andorra,AD,AND,76177,"Epidemic intelligence, national daily data",2020-05-01,2,0
Liechtenstein,LI,LIE,38378,"Epidemic intelligence, national daily data",2020-02-28,0,0
Finland,FI,FIN,5517919,"Epidemic intelligence, national daily data",2020-01-29,0,0
France,FR,FRA,67012883,"Epidemic intelligence, national daily data",2020-02-11,0,0
Albania,AL,ALB,2862427,"Epidemic intelligence, national daily data",2020-07-30,108,2
Andorra,AD,AND,76177,"Epidemic intelligence, national daily data",2020-09-05,16,0
Latvia,LV,LVA,1919968,"Epidemic intelligence, national daily data",2020-07-19,4,0
Montenegro,ME,MNE,622182,"Epidemic intelligence, national daily data",2020-04-15,9,1
Guernsey,GG,GGY,64468,"Epidemic intelligence, national daily data",2020-10-03,0,0
the Holy See/ Vatican City State,VA,VAT,809,"Epidemic intelligence, national daily data",2020-04-23,0,0
Isle of Man,,IMN,85032,"Epidemic intelligence, national daily data",2020-03-14,0,0
Belarus,BY,BLR,9449321,"Epidemic intelligence, national daily data",2020-01-14,0,0
Slovakia,SK,SVK,5450421,"Epidemic intelligence, national daily data",2020-10-05,818,1
Lithuania,LT,LTU,2794184,"Epidemic intelligence, national daily data",2020-09-28,90,2
Hungary,HU,HUN,9772756,"Epidemic intelligence, national daily data",2020-03-01,0,0
Serbia,RS,SRB,6963764,"Epidemic intelligence, national daily data",2020-04-23,224,9
Netherlands,NL,NLD,17282163,"Epidemic intelligence, national daily data",2020-01-09,0,0
Greece,EL,GRC,10724599,"Epidemic intelligence, national daily data",2020-08-20,212,3
Denmark,DK,DNK,5806081,"Epidemic intelligence, national daily data",2020-01-27,0,0
Kosovo,,RKS,1798506,"Epidemic intelligence, national daily data",2020-10-12,49,2
Moldova,MD,MDA,4033963,"Epidemic intelligence, national daily data",2020-06-15,281,8
Luxembourg,LU,LUX,613894,"Epidemic intelligence, national daily data",2020-09-02,0,0
Sweden,SE,SWE,10230185,"Epidemic intelligence, national daily data",2020-04-14,437,84
Croatia,HR,HRV,4076246,"Epidemic intelligence, national daily data",2020-06-18,3,0
Faroes,,FRO,48865,"Epidemic intelligence, national daily data",2020-05-06,0,0
Ireland,IE,IRL,4904240,"Epidemic intelligence, national daily data",2020-10-04,605,9
Ukraine,UA,UKR,43733759,"Epidemic intelligence, national daily data",2020-01-04,0,0
Azerbaijan,AZ,AZE,10139175,"Epidemic intelligence, national daily data",2020-09-10,175,3
Italy,IT,ITA,60359546,"Epidemic intelligence, national daily data",2020-05-08,1401,274
Denmark,DK,DNK,5806081,"Epidemic intelligence, national daily data",2020-10-12,340,2
Turkey,TR,TUR,82003882,"Epidemic intelligence, national daily data",2020-04-16,4281,115
Ukraine,UA,UKR,43733759,"Epidemic intelligence, national daily data",2020-05-06,366,13
Norway,NO,NOR,5328212,"Epidemic intelligence, national daily data",2020-06-28,0,0
the Holy See/ Vatican City State,VA,VAT,809,"Epidemic intelligence, national daily data",2020-05-21,0,0
Liechtenstein,LI,LIE,38378,"Epidemic intelligence, national daily data",2020-09-07,0,0
Ukraine,UA,UKR,43733759,"Epidemic intelligence, national daily data",2020-03-11,0,0
Norway,NO,NOR,5328212,"Epidemic intelligence, national daily data",2020-01-12,0,0
Belgium,BE,BEL,11455519,"Epidemic intelligence, national daily data",2020-01-23,0,0
Serbia,RS,SRB,6963764,"Epidemic intelligence, national daily data",2020-04-05,148,5
Netherlands,NL,NLD,17282163,"Epidemic intelligence, national daily data",2020-05-03,445,94
Slovenia,SI,SVN,2080908,"Epidemic intelligence, national daily data",2020-03-24,28,0
Ukraine,UA,UKR,43733759,"Epidemic intelligence, national daily data",2020-10-09,5397,93
Malta,MT,MLT,493559,"Epidemic intelligence, national daily data",2020-07-07,0,0
Russia,RU,RUS,145934460,"Epidemic intelligence, national daily data",2020-06-24,7425,153
Serbia,RS,SRB,6963764,"Epidemic intelligence, national daily data",2020-01-30,0,0
Azerbaijan,AZ,AZE,10139175,"Epidemic intelligence, national daily data",2020-10-03,144,1
Belgium,BE,BEL,11455519,"Epidemic intelligence, national daily data",2020-03-28,1518,128
Belgium,BE,BEL,11455519,"Epidemic intelligence, national daily data",2020-08-10,122,5
Sweden,SE,SWE,10230185,"Epidemic intelligence, national daily data",2020-04-27,300,74
Gibraltar,GI,GIB,33691,"Epidemic intelligence, national daily data",2020-01-08,0,0
Montenegro,ME,MNE,622182,"Epidemic intelligence, national daily data",2020-09-29,128,5
North Macedonia,MK,MKD,2077132,"Epidemic intelligence, national daily data",2020-07-17,90,8
Gibraltar,GI,GIB,33691,"Epidemic intelligence, national daily data",2020-01-21,0,0
Italy,IT,ITA,60359546,"Epidemic intelligence, national daily data",2020-08-27,1366,13
Belgium,BE,BEL,11455519,"Epidemic intelligence, national daily data",2020-09-14,301,1
Georgia,GE,GEO,3989175,"Epidemic intelligence, national daily data",2020-07-27,6,0
Greece,EL,GRC,10724599,"Epidemic intelligence, national daily data",2020-09-15,180,5
Bulgaria,BG,BGR,7000039,"Epidemic intelligence, national daily data",2020-10-18,603,10
Portugal,PT,PRT,10276617,"Epidemic intelligence, national daily data",2020-08-13,278,3
Belgium,BE,BEL,11455519,"Epidemic intelligence, national daily data",2020-02-17,0,0
Slovakia,SK,SVK,5450421,"Epidemic intelligence, national daily data",2020-07-06,15,0
Monaco,MC,MCO,33085,"Epidemic intelligence, national daily data",2020-03-12,0,0
Netherlands,NL,NLD,17282163,"Epidemic intelligence, national daily data",2020-10-07,4517,21
Faroes,,FRO,48865,"Epidemic intelligence, national daily data",2020-04-09,0,0
Germany,DE,DEU,83019213,"Epidemic intelligence, national daily data",2020-10-02,2673,8
Portugal,PT,PRT,10276617,"Epidemic intelligence, national daily data",2020-08-21,291,2
Andorra,AD,AND,76177,"Epidemic intelligence, national daily data",2020-08-06,0,0
Belgium,BE,BEL,11455519,"Epidemic intelligence, national daily data",2020-05-28,182,24
Luxembourg,LU,LUX,613894,"Epidemic intelligence, national daily data",2020-07-30,158,1
